urban_cheydinhal;§YCheydinhal§!\nCheydinhal is an idyllic and prosperous city situated in the boreal highlands. The town is known for its broad, green parkland and neatly trimmed cityscape, all of which surround the graceful willows of the Corbolo River. Cheydinhal's history recalls many conflicts with its neighbours and tragedies caused by the desire of its nobility to obtain power, but the passion of its residents to live in harmony with each other and other cultures lay a solid foundation for the further development of the city.;;;;;
urban_chorrol;§YChorrol§!\nChorrol is a town in northwestern Cyrodiil, between the Great Forest of west Cyrodiil and the Colovian Highlands of the Hammerfell border. It is an important place both for merchants, who regularly organise fairies under the shade of oak trees and for scholars, who study various arts in the Academy of Chorrol. Nowadays, the city is protected by thick walls and guard towers, and even though there is a constant threat of earthquakes in the area, more and more people decide to settle in the suburbs of Chorrol.;;;;;
urban_cloudrest;§YCloudrest§!\nCloudrest is situated on the highest slopes of Eton Nir, the tallest mountain of the Summerset Islands. It is said that the ancient Altmer encountered creatures and prehistoric civilisations back when they first colonised Summerset and that the city of Cloudrest is a testament to these times, built in an odd mixture of different architectural styles with buildings like strangler vines, all of which built atop of older structures. Nowadays, Cloudrest is an important centre of power of Altmer civilisation, as it serves as headquarters for various prominent organisations and orders, including the Welkynar Gryphon Knights.;;;;;
urban_corinthe;§YCorinthe§!\nCorinthe is located in the very heart of the Elsweyr on the edge of woodlands and savannah. The city has been known since ancient times for the art of its carpenters and builders. Despite various hardships that history prepared for Corinthe, its citizens managed to withstand the toughest of them and preserve their own culture through the millennia.;;;;;
urban_dragonstar;§YDragonstar§!\nDragonstar is situated on the foothills of the Dragontail Mountains just south of the border with High Rock and Skyrim. It is an important town for merchants who travel through the Reach Pass, miners who extract the Nirncrux from rich deposits, and mercenaries who offer their assistance to anyone who has a coin to spare. Being a very cosmopolitan city, Dragonstar opens its gates to everyone willing to start a new life and contribute to the prosperity of local communes.;;;;;
urban_dune;§YDune§!\nDune is a prominent merchant town located among the savannahs of Anequina, which are generally known for their arid and dry climate. The city is built on a very large hill, which houses temples, markets, living quarters and various merchant camps. Being the capital of one of sixteen kingdoms, Dune is known for its priest, scholars and architects, who erected magnificent buildings to venerate the Two-Moons, Jode and Jone, which still please the eyes of citizens as well as foreigners, many of which visit the city nowadays.;;;;;
urban_dusk;§YDusk§!\nDusk is situated on the southeastern point of the Summerset Isle, at the place where the sun sets behind the mountain, leaving the town in a shroud of shadows. Buried deep in the mountains, west of Dusk, lies the Colossal Aldmeri Grotto, a vast cavern with ancient ruins that once served as the High Elven navy's watering spot. For a long time, the Dusk Keep was the only building in the area, overlooking the surrounding beaches and valleys, but nowadays, more and more people tend to settle around the fortress, being lured either by the desire to make a fortune or by pure curiosity, as Dusk is famous for a variety of Pale-Plume Gryphons, uncommon in the other regions of the Summerset Islands.;;;;;
urban_elden_root;§YElden Root§!\nElden Root is the centre of the Wood Elven nation, situated in the southern heart of the Bosmer's great forests near a large lake. Most of the city itself is set throughout the branches and canopies of the Elden Tree, a legendary graht-oak, but there is also an outer district that runs along the eastern base of the tree, through the hills and the lake. Nowadays, Elden Root is not only a spiritual point of interest for many Bosmers, but the city also serves as a vast hub of trade and commerce, where many wealthy merchants and officials retain large-scale operations.;;;;;
urban_elinhir;§YElinhir§!\nElinhir is one of the ancient cities of Craglorn, situated among the mountains near the border of Skyrim and Cyrodiil. It was originally founded by the Nedes, as evidenced by the city's tall Apex Towers. The towers rise above the impact site that was left by a great skystone that fell from the sky. Thanks to the powerful mages the city became a center of civilization in Craglorn, represented by it's architecture, markets and various academic buildings. Despite the constant threat of invasion coming from the Iron Orcs the city still prospers and acts as a bridge between Nordic and Nedic countries and people of all kinds.;;;;;
urban_falinesti;§YFalinesti§!\nFalinesti, Colloquially known as the 'Walking City', is historically the capital of Valenwood, built from the Elden Tree. Narrow but solid streets of the city are always crowded by artisans, merchants and residents of Falinesti, whose homes are covered with curled webs of moss, which also form a roof. Nowadays, the city of Falinesti still plays an important role in the life of Bosmers, acting as a political, cultural and religious centre for the wood elves.;;;;;
urban_firsthold;§YFirsthold§!\nFirsthold is built on the highest point of Auridon, among the vernal groves and craggy cliffs. The city is surrounded by high walls, behind which gleaming spires and royal parks are built around the Diceto River, calm waters which flow through the centre of Firsthold. This city is the centre of magic and science on Summerset Islands as it houses the headquarters of the Mages Guild and the Great Orrey of Firsthold.;;;;;
urban_gideon;§YGideon§!\nGideon is one of the prominent cities in Black Marsh, surrounded by steep hills and humid marshlands. Its cobbled streets are lined with grand, ornate buildings that have seen the civilisations of mer, men and beastfolk rise and decline. Visitors to the city of Gideon will find themselves captivated by its beauty and charm, as in this place, time seems to stand still.;;;;;
urban_gilane;§YGilane§!\nGilane, situated on the northern edge of the isthmus in Khefrem, is a bustling trade city which attracts merchants from various parts of Tamriel. It is also home to a large library, where scholars come to study the history and culture of Hammerfell. Gilane is a vibrant city full of life and is a melting pot of different races, which offers a unique experience for anyone who decides to visit it.;;;;;
urban_greenheart;§YGreenheart§!\nGreenheart is situated near the southern coast of Greenshade. It is a walled settlement built upon magic-made cliffs and giant trees, which support Altmer-style buildings. Crowning Greenheart sits the Tower where the Throne of the Wilderking is, made from both marble and living magic-shaped trees.;;;;;
urban_haven;§YHaven§!\nHaven is situated in the dense marshes of southeast Grahtwood in a strategic location on the coast of the Southern Sea. Despite frequent storms, the city is a major trading post, connecting the sea routes between Auridon and Elsweyr. In addition to merchants, Haven also entices artisans of all sorts with its numerous and easily accessible mineral deposits, including various rare shells highly prized among jewellers, alchemists, and sagas.;;;;;
urban_hegathe;§YHegathe§!\nHegathe is found on the west coast of the province, on the southernmost point of the area considered part of the Alik'r. Like other traditional cities in Hammerfell, it is built atop old ruins of past civilisations, replaced with high domes and flying dew sails that are well-suited for the harsh environment. Hegathe is known for its bustling trade, its beautiful architecture, and its vibrant nightlife.;;;;;
urban_helstrom;§YHelstrom§!\nThe city of Helstrom is located in the impenetrable central swamps of Black Marsh, among dense jungles and dark-water rivers. However, a number of unique shops and markets, tucked away in a bizarre maze of streets, entice traders and adventurers from Cyrodiil to Morrowind to set out despite the dangers and difficulties. The fortunate few who make it to the city walls in one piece may get the chance to take part in one of the many local festivals, the roots of which can be traced back to a time when the Hist trees were only just settling their seeds.;;;;;
urban_imperial_city;§YImperial City§!\nThe Imperial City is situated in the centre of Lake Rumare, surrounded by lush forests and beautiful hills. The city is known for its majestic architecture, grand palaces, and bustling markets and is home to a variety of cultural and historical sites, including the Imperial Palace, the White-Gold Tower, and the Arena. Visitors to Imperial City can spare their own time in a wide range of gardens, shops and taverns, eagerly awaiting to be explored.;;;;;
urban_kvatch;§YKvatch§!\nKvatch is built atop a large bluff, raising the city above the surrounding forests, inhabited by a variety of wildlife, including bears, wolves, and foxes. The city itself is known for its architecture: the magnificent temples and monuments, among which the Kvatch Arena holds the first place. However, what makes Kvatch truly unforgettable for every visitor is its inhabitants - skilled craftsmen who produce some of the finest weapons and armour in all of Cyrodiil, wise wizards who are always happy to offer magical services and training to those who seek them, and hospitable traders who welcome every stranger from whatever part of Tamriel they may come.;;;;;
urban_leyawiin;§YLeyawiin§!\nLeyawiin is situated in the mouth of the Niben River, where it opens into Topal Bay. The city is one of the largest cities in the region and serves as a major trading hub between Elsweyr, Cyrodiil and Black Marsh. Nowadays, Leyawiin is a prosperous metropolis filled with merchants, artisans, adventurers of all kinds, powerful mages, mighty warriors and just for travellers seeking fortune or a safe haven to finally get away from danger and hardship, so common in every part of Tamriel.;;;;;
urban_lillandril;§YLillandril§!\nLillandril is situated on the western hills of the Summerset Isle, where the land gives way to the ocean to form the lowland and sunken basin. The city is known for scholarly pursuits - various institutes such as the College of Sapiarchs and the Illumination Academy were both found in the vicinity of high Lillandril's walls. Nowadays, the city is a major trading port and is a popular destination for adventurers and merchants of many different races and cultures, making it a truly diverse and welcoming place for everyone who is tall and has golden skin.;;;;;
urban_lilmoth;§YLilmoth§!\nLilmoth, known as the 'Festering Jewel of Black Marsh, is a prosperous trading city governed by a council of powerful merchants. Lilmoth is famous for its exotic architecture, as it is built upon a network of canals, bridges, and platforms. Docks and wharves play a special role in the life of the city, as citizens and visitors gather there to buy and sell their wares, celebrate the foundation of a new ship or just discuss the most recent rumours meanwhile eating or drinking food sold there as well by local traders.;;;;;
urban_orcrest;§YOrcrest§!\nOrcrest is built atop a plateau that overlooks the harsh desert of the Scar, providing a stunning view of the surrounding landscape with ancient walls and great bridges across the canyon. The city is known for its expansive bazaar, where merchants from all parts of Anequina can sell their goods, and a massive town hall, the owner of which to this day is considered the legitimate ruler of Orcrest. Various temples, houses and small shops that form a labyrinth of streets in the shadow of this hall attract numerous visitors every day, who have come to the city of Orcrest in search of an unforgettable experience.;;;;;
urban_port_hunding;§YPort Hunding§!\nPort Hunding is a prosperous port city located on the island of Stros M'Kai, a strategical location off the southern coast of Hammerfell near the Cape of the Blue Divide. The city is known for its architectural monuments, among which the most prominent is a large metal statue of Frandar Hunding, with his sword extending out to sea, and Three Princes Statues, standing over the Regent's Pool. Port Hunding is home to numerous merchants, sailors, and adventurers, who trade, explore, or just wander winding streets, visit the ancient ruins, or take in the breathtaking views from the harbour.;;;;;
urban_rihad;§YRihad§!\nRihad is a sprawling port city, built on the top of ancient ruins in the mouth of the Brena river. The city is known for its busy markets, active even during sunless nights, and its vibrant culture, formed by numerous merchants, artisans and adventurers, who consider this place their home even if they were born in distant lands. Rihad attracts visitors from all over High Rock and Cyrodiil, as it offers a unique opportunity to experience the local lifestyle without the need to embark on long and hazardous journeys inland towards the high mountains or the vast deserts.;;;;;
urban_rimmen;§YRimmen§!\nRimmen is an oasis in the harsh lands of Elsweyr, as tropical plants and trees grow on artificial canals that flow from the great Anequine aqueducts. This made the city one of the most attractive spots for visitors, which has greatly contributed to the development of a major trade and commerce centre that can compete with the influence of Bravil, Leyawiin and Mistral. Rimmen is also a major cultural centre, with many festivals, events, and performances taking place throughout the year, during some of which everyone is welcomed to the royal castle, overlooking the city, where the King and Queen of Anequina originally lived.;;;;;
urban_riverhold;§YRiverhold§!\nRiverhold is the gateway into Elsweyr, found along the streams and waterfalls of the Larsius River in the region of Anequina. The city is famous for its impressive architecture, swarming, and overcrowded marketplaces, specifically the Market of Fresh Delights, which encompasses the centre of the town and various workshops, where everything from weapons and armour to furniture and jewellery can be created. Citizens of Riverhold are also known for their strong sense of community, which is reflected in the many festivals and celebrations organised every year.;;;;;
urban_senchal;§YSenchal§!\nSenchal is found in the southern rainforests and river basins of Elsweyr, on strategic grounds in the coastal highlands of the Quin'rawl Peninsula. The city is famous for its crowded bazaars, open-aired markets and one of the largest ports on the whole Tamriel, in the harbour area of which thousands of merchants, artisans, smugglers and pirates live. The jewel in Senchal's crown is the Palace, built on a hill overlooking the harbour and the city itself, with its houses, towers and gardens lining the central square.;;;;;
urban_sentinel;§YSentinel§!\nSentinel is located in the northwestern hills of Hammerfell between the warn waters Iliac Bay on one side and vast Alik'r Desert on the other. The main street of the city houses the great market, which stretches from the crowded docks, where hundreds of merchant ships from High Rock are awaiting their turn to be unloaded, and the front gates protecting the city at troubled nights. Many great and famous people throughout history have called Sentinel their home, and every visitor to this city can understand them after sampling the exotic cuisine, buying local handicrafts or enjoying a theatre performance in one of Sentinel's many amphitheatres.;;;;;
urban_shimmerene;§YShimmerene§!\nShimmerene is a dense, seaside city built on a hill that overlooks the Auridon Strait, the large body of water that separates the main island from Auridon. The city has only one entrance in its western wall, a long stairway from the main road, from where a breathtaking view opens at narrow streets, confined together by high walls and arches. Shimmerene is famous for many architectural masterpieces, among which the most notable is the Monastery of Serene Harmony, a large temple and centre of divine worship in the city.;;;;;
urban_silvenar;§YSilvenar§!\nSilvenar is situated in the primordial jungles of Valenwood, on the banks of the Xylo River. It is a city of unrivalled beauty, known for its magnificent shades of coloured trees, combined with an intricate web of translucent amber that coats streets and bridges, above which tall minarets and spires built from marble rise up to the sky. A special part in the layout of Silvenar is devoted to the Audience Hall, described as an enormous dome that meets at the top and thin rays of light come down, where various ceremonies featuring the Silvenar and the Green Lady take place.;;;;;
urban_skaven;§YSkaven§!\nSkaven is a large and sprawling metropolis, many parts of which are located underground to be protected from scorching rays of sunshine that pour from the sky day after day. The city is known for its tunnels, catacombs and chambers, where citizens are able to hide from the unpleasant weather or the enemy forces, which have always desired to take the 'Jewel of Sunforge'. Skaven stands apart from other Hammerfell cities due to its unique culture and atmosphere that was raised since the end of the Merethic Era, but those who are brave enough to embrace the differences are going to discover the unique history of this place is reflected in the walls of ancient temples, on the shelves of local libraries, among the many scrolls and in the arenas where the best warriors of the city demonstrate their martial skills.;;;;;
urban_skingrad;§YSkingrad§!\nSkingrad is the largest city in the West Weald, situated among rolling hills and lush forests. The city is famous for its wines, tomatoes, and cheeses, which contribute to its overall prosperity, but the citizens are particularly proud of the various architectural monuments that form the aesthetics of Skingrad and include the Great Chapel, the Guild Hall and the Castle. Skingrad's strategic location on the border of Elsweyr and close to the source of the Strid River has made it an important trading centre, where merchants from across Tamriel, from Hammerfell in the west to Morrowind in the east, can meet to exchange their goods, drink aged wine in local taverns and hire a few mercenary companies for protection on the return journey.;;;;;
urban_skywatch;§YSkywatch§!\nSkywatch is an ancient port city built upon cliffs bordered by sparkling sea and surrounded by old Aldmeri fortresses, the most famous of which is Hightide Keep. The city is known for its beautiful architecture, especially its grandiose Palace, located atop the western cliffs, and various spires that form the skyline and are built in orthodox Altmeri style among elegant fountains and manicured gardens. Moreover, Skywatch is home to a large number of merchants, traders, and craftsmen, who day after day work hard to maintain the prosperity of their city.;;;;;
urban_soulrest;§YSoulrest§!\nSoulrest is a quiet port town that leaves the crashing sound of the sea behind its gates. The city is known for its many gardens and parks, which are popular places for locals and visitors alike to relax and enjoy the natural beauty of the city, and its coastal access brings it a vast influx of foreign goods and aesthetics that merchants from distant lands bring to the market, situated right near the docks. Soulrest is a perfect place for anyone who is tired of the rhythm of big city life and wants to spend as much time in nature as possible without leaving the safety of the high walls.;;;;;
urban_southpoint;§YSouthpoint§!\nSouthpoint is a major trade port of southern Valenwood, known for its markets, where wine from Cyrodiil neighbours moon sugar from Elsweyr, and fishing industry, capable of feeding every citizen and visitor. The city is surrounded by lush vegetation and low hills, which over time begin to be replaced by less and less passable forests. Southpoint is the home for thousands of merchants, who are ready to travel to distant lands for exotic goods, fishermen, who spare more time at sea than on land, and farmers, who day after day work on small chunks of fertile soil that surrounds the city.;;;;;
urban_stormhold;§YStormhold§!\nStormhold is situated near the banks of a mighty river that forms the provincial border between the primordial morass of Black Marsh and the scenic grazelands of Morrowind. It is one of the biggest settlements in Black Marsh, surrounded by sunken marshes and crocodile-infested ravines with shallow waters, atop which Stormhold buildings reside, protected by high walls. Stormhold is known as a city with a dark history that features horrors of wars, hunger and slavery, but despite that, it still lures merchants, warriors and simple adventurers by opportunities that a lucky soul can take advantage of this centre for commerce, military craftsmanship and archaeology.;;;;;
urban_sunhold;§YSunhold§!\nSunhold is a major city found behind the natural barrier of the southern mountains of Summerset Isle, buried deep in the forests on the coast. The city is known for its narrow winding alleyways, labyrinthine streets, tall, impenetrable sea walls that have dealt with centuries of constant assault by various enemy forces, and one of the largest harbours, which is considered the heart of shipping in the Tamriel. Every visitor of Sunhold can't resist the beauty of this place, highlighted by impressive architecture, with towering spires, grand palaces, and ancient monuments.;;;;;
urban_taneth;§YTaneth§!\nTaneth is situated among rocky perilous highlands and barren canyons, with ancient tombs hidden from the open. This city is known for its strong military tradition, maintained by a number of influential warrior clans that have always played a crucial role in the life of Taneth during war times. However, in less challenging situations, the life of the city centred around a harbour and port where ships came from every corner of Tamriel, laden with goods to be carried on camels' humps for further transport across the sun-scorched deserts and plains to the peaks of the Dragontail Mountains.;;;;;
urban_thorn;§YThorn§!\nThorn is located on the very edge of Black Marsh swamps, between the humid wetlands and salt plains. The city is known for its large system of canals that split Thorn into multiple districts, connected by wooden bridges, that time to time are which are occasionally washed out to sea during another storm. Much of the townsfolk are busy trading with neighbouring Morrowind, harvesting the seafood that comes ashore in rough seas or gets caught in fishing nets, or farming, trying to gather a few harvests a year to sell at the local fairs held several times a year.;;;;;
urban_torval;§YTorval§!\nTorval is situated between jungles and rainforests of Elsweyr, under the protection of a large garrison of city guards, who are on duty day and night both in impregnable towers and in the surrounding villages, providing security and peace of mind to all the inhabitants of the neighbouring lands, who concentrate on trade, farming and livestock breeding. Thanks to this, while commerce is booming in the city, farming and livestock breeding are flourishing outside of it. Every visitor to Torval remains impressed by the beauty of its architecture, crowned by the Mane palaces and their surrounding gardens, where from time to time one can watch how both wise priests and eminent warriors meditate in the shade of thick leaves.;;;;;
urban_woodhearth;§YWoodhearth§!\nWoodhearth is a prominent coastal city, situated among lush forests of Valenwood in proximity to swamps of Shademist Moors and Rootwater Grove. The city is known for its skilful artisans, who craft everything from jewellery and pottery to weapons and furniture, and hard-working builders who do their best to erect new structures in maximum harmony with the natural surroundings. The citizens of Woodhearth are happy to welcome everyone who is just as passionate about nature as they are and have the will to contribute to the maintenance of the peaceful and measured life of the city.;;;;;
urban_abbarbas;§YAbbarbas§!\nAbbarbas stands on a white-sand beach at the mouth of a kelp-choked channel, overseen by a prince indebted to King Orgnum. As Pyandonea's busiest maritime entrepot, the markets of Abbarbas brim with gold-traded sea-serpent mounts, coral-carved trinkets, and the soft beat of membranous sails. Each dawn, a rolling veil of mist storms sweeps across the coral breakwaters, muffling the clamour of sailors who return back to ships after a night spent at taverns until the first light reveals serpent scales of sea snakes rushing into the depths of Pyrrahn Bay.;;;;;
urban_secula;§YSecula§!\nSecula perches atop a green plateau, towering over the vast desert around it. Despite the surrounding barrenness, hidden springs feed lush gardens that thrive within the city's walls, offering refuge to craftspeople and hunters alike. Interlaced walkways link timbered halls where artisans tempt the traders with the most exquisite crafts beneath veils of fog while hunting parties of fishermen prepare to set out at dawn to capture a couple more of the mighty sea serpents, yet to be tamed.;;;;;
urban_etho_sul;§YEtho Sul§!\nEtho Sul clings to a coastal mangrove fen on the island to the north of Pyandonea's mainland. A lattice of elevated causeways and tide gates weaves through the mangroves, channelling the brackish tides into the city's reservoirs and permitting the clergy to perform their daily offerings to hungry serpents venerated as sacred animals. Etho Sul itself could be separated into two parts: the port, populated by numerous fishermen boats and merchant ships, and the city, where residences of high-ranking clergy are dotted around parks and temples dedicated to the immortal Serpent King.;;;;;
urban_kituna_vos;§YKituna Vos§!\nKituna Vos sprawls across the coral flats that form a fragile connection between the city and the island of Vos across the strait. During the day, the streets of Kituna Vos are crowded with craftsmen who sell magical talismans, delicate clothes and exquisite armour. However, at night, when the sun's blazing heat is replaced by a warm wind, lantern-lit boats leave the safe harbour of Kituna Vos to hunt fish, crabs and serpents lurking in the dark of the sea waters.;;;;;
urban_wega;§YWega§!\nWega is situated on the doorway to deep jungles that stretch across Pyandonea, separating its northern desert from southern hills. Wega's sprawling markets brim with crates of plum wine, jars of jungle honey, and other commodities, ready to be transported between jungle settlements and coastal cities. However, the true heart of Wega is located in its bustling harbour, where merchant barges are moored next to dozens of warships that constantly patrol the waters of Pyrrahn Bay in search of pirates and potential prey.;;;;;
urban_arch;§YArch§!\nArch is the principal port city on Yokuda's western coast, where towering breakwaters deflected the fierce storms coming from the open sea. Arch's shipyards know no rest, assembling both merchant and wartime vessels under the constant clamour of hammer on steel as master smiths forge reinforcing bands for ship hulls from orichalcum-alloyed iron. At the heart of the waterfront, a sprawling bazaar spills over the docks, its stalls heaped with salted fish from nearby coves, intricately carved coral jewellery, and exotic spices that attest to Arch's far-reaching maritime trade.;;;;;
urban_totambu;§YTotambu§!\nTotambu is the capital of Yokuda and the anchor of political life on Akos Kasaz. Its grand domed halls and soaring columns house steel-plated Cartularies that record the names of Ansei warriors, who proudly maintained the shifting balance between sword-singer orders and provincial warlords. Dominating Totambu's highest terrace stands the grand temple of Tu'whacca, where ceremonies venerating Caretaker of the Far Shores are conducted on a regular basis.;;;;;
urban_makan;§YMakan§!\nMakan is a major port town, famous for architecture of its wooden docks and stone storehouses, that cling to wind-scoured cliffs of Yath, an island, known for its arid, rocky terrain and vast open vistas under an unrelenting sun. The settlement also serves as an important naval base for Yokuda's coastal patrols, and its fortified quays and signal towers ensure the security of shipping lanes against raiders and privateers. Beyond its military role, Makan's taverns and charter halls bustle with mercenaries and sellswords, drawn by promises of fortune and glory on offshore expeditions across the Sea of Pearls.;;;;;
urban_lumut;§YLumut§!\nLumut occupies a narrow strip of black-sand beach on the volcanic island of Kanesh. Its bustling markets trade in polished rubies, obsidian fragments, and the famed brittle glass forged from cooled lava flows. Lumut's natural lava-reef breakwaters form a sheltered bay that offers a safe harbour to ships seeking refuge from the devastating storms that sweep across the Sea of Pearls.;;;;;
urban_tagon;§YTagon§!\nTagon rose around a clear spring nestled at the western coast of Akos Kasaz. The city's whitewashed buildings and domed caravanserais fan out like a great sunburst among the wind-swept grasses. Each spring transforms Tagon into a riot of colour and motion, as horse-lords challenge one another in mounted archery, horn-blowing contests, and ritual prayers to the Herd-Mother beneath the azure sky.;;;;;
urban_yul;§YYul§!\nYul is a modest caravan hub on the central plains of Akos Kasaz, where overland trade routes converged on a network of fortified waystations. Ancient texts record Yul simply by name, with few details surviving about its original architecture or inhabitants. Nevertheless, despite its scant mention in the annals of Yokuda, Yul's dusty crossroads to this day are teemed with laden camels, wandering bards, and traders haggling over silks, spices, and steppes' furs beneath the weathered arches of city's ancient gatehouses.;;;;;
urban_greymoor_keep;§YGreymoor Keep§!\nGreymoor Keep is one of Blackreach’s largest constructions, that since the late Merethic Era has been serving as a vampyric stronghold. Its massive walls and buttressed ramparts climb the cavern’s rock face until they touch the vaulted ceiling above, forging an imposing silhouette beneath the ancient city. Inside, endless corridors and spiral staircases wind through blood-stained courtyards and vaulted halls, lit by flickering brazier flames that cast dancing shadows across the keep’s iron-forged gates and ominous battlements.;;;;;
urban_silent_city;§YSilent City§!\nThe Silent City is the crowning achievement of Dwemer engineering, constructed at the centre of the Blackreach cavern. The city's vaulted halls, spiralling towers, and aqueduct arches carved from basalt and reinforced with Dwemer metal rise above the surrounding caves, releasing a soft blue glow from the luminescent mushrooms. However, the true heart of the Silent City is located beneath its foundation, where a network of cisterns and conduits channels Blackreach's subterranean rivers to power numerous machines operating in the city.;;;;;
urban_dusktown;§YDusktown§!\nDusktown is a mining town situated deep in the cavern of Blackreach. The town's narrow streets wind between sturdy lodgings hewn directly from stone walls, while a cluster of workshops ensures that the ores burrowed deep beneath the earth are constantly extracted, melted and refined. However, the main feature of the city is its atmosphere, created by a combination of the constant movement of local residents rushing to work or to the tavern and emphasized by the eternal twilight, formed by luminescent mushrooms and only occasionally illuminated by sparks from the impact of bricks on the particularly durable rock.;;;;;
urban_hollow_city;§YHollow City§!\nHollow City is a once-grand Ayleid metropolis located in the heart of Coldharbour. Its soaring spires, prism-tinted glass windows, and marble-clad plazas stand frozen in spectral light while the surrounding wastes writhe in eternal darkness. Beneath its luminous ramparts, broad, empty boulevards fan out from a central citadel, flanked by elegant colonnades and silent statues that whisper of past times and faded civilizations.;;;;;
urban_lightless_oubliette;§YLightless Oubliette§!\nLightless Oubliette stands among Coldharbour's Shrouded Plain, erected under the order of the God of Schemes as a bleak counterpart to the White-Gold Tower. Oubliette's corridors and cells are intentionally suffused with absolute darkness, with wardens forbidding ordinary light and resorting only to cold-spectrum illumination to prevent prisoners from channelling their magical powers. Within the iron-barred depths of Lightless Oubliette, the stifling void swallows every tortured whisper and distant scream, serving as a perpetual reminder of Molag Bal's merciless dominion over suffering.;;;;;
urban_haj_uxith;§YHaj Uxith§!\nHaj Uxith is an Argonian town stranded in the Shrouded Plain of Coldharbour, anchored around a colossal Hist tree. Brought to Molag Bal's realm during the events of Duskfall, the town still preserves the spirit and soul of an era when the cities of Black Marsh rose above pristine jungles, although much of its former charm has withered amid the endless swamps and wastes that surround it. Nevertheless, Haj Uxith's narrow streets still snake through vaulted reed chambers, hosting communal halls, artisan workshops, and hidden sanctuaries where scholars quietly safeguard ancient knowledge.;;;;;
urban_reaver_citadel;§YReaver Citadel§!\nThe Reaver Citadel stands astride the craggy heights of Coldharbour's Fist of Stone, a fortress forged from the bones of an Imperial city dragged through the Planemeld into Molag Bal's realm. Obsidian ramparts and monolithic walls, etched with Daedric sigils, encircle a shattered urban sprawl where Dremoras patrol streets and squares while the Reaver pyramid looms like a black star in the sunless sky. Beneath the Citadel's battlements lie the forsaken halls, now twisted into prisons, torture chambers, and testing grounds, where countless souls have disappeared to feed the insatiable hunger of their masters.;;;;;
urban_contempt_court;§YContempt Court§!\nThe Court of Contempt is a Daedric citadel, where towering obsidian pillars and shadow-slicked corridors converge on its infamous Hall of Judgment, where the mortals are observed by soulless magistrates, tested by restless Dremoras and judged by the Court to determine their worthiness in serving Molag Bal. Citadel's vast yards are hemmed in by monolithic walls, while ever-burning braziers cast dancing shadows across cracked marble floors scarred by the passage of countless captives. They sink into the earth through spiral staircases, sealing off hidden dungeons where the clanking of chains and the distant roar of tormented serve as constant reminders of the Citadel's unbreakable grip.;;;;;
urban_quey;§YQuey§!\nQuey is an important trading hub and one of the few bigger urban centres of the Cathnoquey archipelago. Being located in a remote region of Nirn, the residents of Quey are self-reliant out of necessity. In the city's markets, one can find every tool, weapon, food and other supply needed, with the occasional gold jewellery and fine clothes all crafted in local workshops.;;;;;
urban_black_harbor;§YBlack Harbor§!\nThe most important trading hub in the northern parts of the Spice Islands, Black Harbor holds influence in Akavir far beyond its borders. The city holds a monopoly on trading a number of elusive and highly sought-after spices. Whether it's merchants from all corners of the continent who seek a chance for a single purchase, envoys who desire to curry favour with the city councillors, or mercenaries who strive to work for the city's famously rich ruling class, you will find all manner of races and cultures here dreaming about the wealth Black Harbor is synonymous with.;;;;;
urban_yneslea;§YYneslea§!\nYneslea is the dominant trading hub of the southern Spice Islands and the most prominent rival of Black Harbor. Using its wealth to bribe, sway and threaten the smaller cities near it, the city managed to steer the all-important spice trade to itself, further cementing its position. Yneslea's markets are always full of merchants and customers, and they also have quite a few shady characters who will find no shortage of work here.;;;;;
urban_jylkurfyk;§YJylkurfyk§!\nAt the southern edge of Atmora lies the major trading and shipping hub of Jylkurfyk. Its location makes it an almost necessary stop for any trader heading towards the north-western part of the continent, filling its marketplaces with loud haggling as they eagerly buy all the necessary supplies needed to survive the journey. The city's shipping industry is further boosted by its relative proximity to Tamriel, making it the most important hub for any brave traveller seeking to undertake the perilous journey across the Sea of Ghosts.;;;;;
urban_forelgrim;§YForelgrim§!\nForelgrim is a bustling and notorious trading hub situated at the eastern entrance of a dangerous, narrow sea passage. This passage offers a shortcut to the north-western parts of the continent that bypasses all of Southern-Atmora. Frequently used by merchants who wish to avoid the myriad of tolls imposed by the local chiefs and shady characters who wish to conduct business with minimal attention, the markets of the city face no shortage when it comes to customers or goods of all nature.;;;;;
urban_dragon_sanctuary;§YDragon Sanctuary§!\nDeep within the hard-to-access centre of Atmora, surrounded by frozen wastelands and rugged highlands, lies Dragon Sanctuary. As the most sacred site and political centre for the Dragon Cult, its frigid districts house numerous temples, altars and all the necessary lodging for the dragon priests and their servants. In the city's outer rings, a vast number of workshops provide all the necessities its residents need.;;;;;
urban_tsaesci;§YTsaesci§!\nThe first city of the Tsaesci people, now the political centre of their race, Tsaesci is located on multiple islands at the entrance of the Bay of Serpents. The administrative, residential, temple and port districts are all located on separate islands, with ferries providing the only connection between them. As the main base of the Tsaesci's unrivalled fleet, the shipyards of the city work all day, every day, while the markets are filled with thousands of customers haggling for any ware the continent has to offer.;;;;;
urban_ionith;§YIonith§!\nThe political centre of the south-western edge of Akavir mainland, Ionith is located in a large patch of fertile mountain meadows. The surrounding mountains and hills provide the city with decent protection against both windstorms coming from the southern sea or invaders. Being a major supply hub for armies, the city's workshops make a decent living supplying weapons, armour, food and all manner of goods needed by the soldiers, who protect Ionith to ensure its continued prosperity.;;;;;
